Chart Number,Structure,RFU,StDev,SEM,CV
1,Galα-Sp8,4.705124999999999,4.479307829248465,2.2396539146242325,95.20061272013956
2,Glcα-Sp8,32.619749999999996,19.97447762028669,9.987238810143346,61.234306272386185
3,Manα-Sp8,17123.8233,1805.8726620909295,902.9363310454647,10.545966461187026
4,GalNAcα-Sp8,10.535949999999996,5.600588087275598,2.800294043637799,53.15693494441033
5,GalNAcα-Sp15,4.996125,3.9067816169450778,1.9533908084725389,78.1962344205775
6,Fucα-Sp8,9.161550000000002,3.9307937862472553,1.9653968931236276,42.905335737372546
7,Fucα-Sp9,1.7596499999999988,2.9350200073139754,1.4675100036569877,166.79567000903458
8,Rhaα-Sp8,16.023775,3.4759917782555196,1.7379958891277598,21.692714596002
9,Neu5Acα-Sp8,9.781500000000001,4.676105129271578,2.338052564635789,47.80560373431046
10,Neu5Acα-Sp11,4.090775000000008,4.7680453139450485,2.3840226569725242,116.55603923327583
11,Neu5Acβ-Sp8,3.6008250000000004,4.781421889894953,2.3907109449474766,132.78684440079573
12,Galβ-Sp8,28.1987,16.05743990616189,8.028719953080945,56.94390133645128
13,Glcβ-Sp8,47.3459,18.56006613368249,9.280033066841245,39.200999735314966
14,Manβ-Sp8,77.30754999999999,24.180397724120844,12.090198862060422,31.278183986067138
15,GalNAcβ-Sp8,8.098175000000001,1.5154475870734125,0.7577237935367063,18.71344577109549
16,GlcNAcβ-Sp0,5.264249999999999,1.6141431689909063,0.8070715844954531,30.662357771589623
17,GlcNAcβ-Sp8,3.5665000000000013,7.562841639666048,3.781420819833024,212.05219794381173
18,GlcN(Gc)β-Sp8,19.043974999999996,9.378385879732498,4.689192939866249,49.24594723387581
19,Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcα-Sp8,6.4422999999999995,5.216702493593693,2.6083512467968464,80.97577718506889
20,GlcNAcβ1-3(GlcNAcβ1-4)(GlcNAcβ1-6)GlcNAc-Sp8,11.320650000000006,2.8622147141680174,1.4311073570840087,25.283130510774697
21,[3OSO3][6OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,1.934375,4.552171321010816,2.276085660505408,235.3303429278612
22,[3OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,11.393375000000004,2.8584477108796666,1.4292238554398333,25.088682772924315
23,[3OSO3]Galβ1-4(Fucα1-3)[6OSO3]Glc-Sp0,60.66745000000001,15.960650620092613,7.9803253100463065,26.30842506169719
24,[3OSO3]Galβ1-4Glcβ-Sp8,36.785650000000004,3.5758472977276647,1.7879236488638324,9.72076692331837
25,[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp0,1214.9265249999999,77.4507941990068,38.7253970995034,6.374936476015025
26,[3OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,15.497225000000002,17.692347930178737,8.846173965089369,114.16461934429381
27,[3OSO3]Galβ1-3(Fucα1-4)GlcNAcβ-Sp8,-0.2612749999999977,2.621819907843913,1.3109099539219564,-1003.4714028682178
28,[3OSO3]Galβ1-3GalNAcα-Sp8,7.579975000000001,5.470698069031028,2.735349034515514,72.17303578218961
29,[3OSO3]Galβ1-3GlcNAcβ-Sp0,2.3491999999999997,5.830463536175031,2.9152317680875157,248.1893213083191
30,[3OSO3]Galβ1-3GlcNAcβ-Sp8,10.7872,13.112351137254777,6.556175568627388,121.55472353580889
31,[3OSO3]Galβ1-4(Fucα1-3)GlcNAc-Sp0,5.477875000000001,5.174003966868086,2.587001983434043,94.45275707948949
32,[3OSO3]Galβ1-4(Fucα1-3)GlcNAcβ-Sp8,11.978624999999997,3.8179098875126347,1.9089549437563174,31.872688956475688
33,[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp0,6.9160499999999985,4.550003216482381,2.2750016082411904,65.78904456275448
34,[3OSO3]Galβ1-4[6OSO3]GlcNAcβ-Sp8,5.669200000000001,3.1941055440712427,1.5970527720356213,56.34138051349824
35,[3OSO3]Galβ1-4GlcNAcβ-Sp0,14.858700000000002,5.564268085441842,2.782134042720921,37.44787959540095
36,[3OSO3]Galβ1-4GlcNAcβ-Sp8,26.172225,11.854029210743754,5.927014605371877,45.29240143221966
37,[3OSO3]Galβ-Sp8,48.500125,18.265778440821116,9.132889220410558,37.66130178184307
38,[4OSO3][6OSO3]Galβ1-4GlcNAcβ-Sp0,4.398725,2.0202933044073963,1.0101466522036981,45.929065909039466
39,[4OSO3]Galβ1-4GlcNAcβ-Sp8,5.902325000000001,3.146547321933468,1.573273660966734,53.31030266773631
40,6-H2PO3Manα-Sp8,20.487950000000005,11.652495043980904,5.826247521990452,56.87487056528789
41,[6OSO3]Galβ1-4Glcβ-Sp0,4.169600000000002,2.501896286153101,1.2509481430765506,60.003268566603516
42,[6OSO3]Galβ1-4Glcβ-Sp8,4.765325000000002,2.446159880813192,1.223079940406596,51.332487937615824
43,[6OSO3]Galβ1-4GlcNAcβ-Sp8,10.889175000000003,4.963665994924173,2.4818329974620865,45.58348997903121
44,[6OSO3]Galβ1-4[6OSO3]Glcβ-Sp8,7.377000000000001,5.936761991186779,2.9683809955933893,80.47664350259967
45,Neu5Acα2-3[6OSO3]Galβ1-4GlcNAcβ-Sp8,6.942574999999998,3.6586549827088084,1.8293274913544042,52.698818272885916
46,[6OSO3]GlcNAcβ-Sp8,8.303374999999999,2.7383400998597693,1.3691700499298847,32.97863940698535
47,[9NAc]Neu5Acα-Sp8,8.7621,4.262491685231379,2.1312458426156895,48.64691894901198
