Chart Number,Structure,RFU,StDev,SEM,CV
1,Neu5Aca2-8Neu5Acb-Sp17,1.8827750000000094,10.640201485364987,5.320100742682493,565.1339902731305
2,Neu5Aca2-8Neu5Aca2-8Neu5Acb-Sp8,14.891875,8.049237586411516,4.024618793205758,54.05120299768509
3,Neu5Gcb2-6Galb1-4GlcNAc-Sp8,5.926950000000005,8.13717369176793,4.068586845883965,137.29108043374626
4,Galb1-3GlcNAcb1-2Mana1-3(Galb1-3GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp19,835.1817500000001,248.31853448921214,124.15926724460607,29.732274979573265
5,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,12.030425000000008,27.36355039042221,13.681775195211104,227.45289871656396
6,a-D-Gal–Sp8,-5.62735,10.073714768147843,5.0368573840739215,-179.01347469320095
7,a-D-Glc–Sp8,-3.157650000000002,11.368216543064264,5.684108271532132,-360.0214255241796
8,a-D-Man–Sp8,66.2351,23.30189739499058,11.65094869749529,35.180587626485924
9,a-GalNAc–Sp8,-1.0845250000000028,9.983557159107507,4.9917785795537535,-920.5465212058257
10,a-L-Fuc–Sp8,14.630649999999996,16.894416262678828,8.447208131339414,115.47276616335455
11,a-L-Fuc–Sp9,16.226675,7.271424280645071,3.6357121403225356,44.81154814923619
12,a-L-Rha–Sp8,9.543099999999999,12.232396086076784,6.116198043038392,128.18052924182692
13,a-Neu5Ac–Sp8,16.635225000000005,9.863411242693891,4.9317056213469455,59.292322422413214
14,a-Neu5Ac–Sp11,6.813500000000008,10.409046953812183,5.2045234769060915,152.77092469086622
15,b-Neu5Ac-Sp8,3.8640250000000016,15.262879817032138,7.631439908516069,394.9995100195297
16,b-D-Gal–Sp8,15.337699999999998,3.907179269839894,1.953589634919947,25.474349282095066
17,b-D-Glc–Sp8,6.634375000000006,6.25037191606763,3.125185958033815,94.2119177174583
18,b-D-Man–Sp8,21.974124999999997,10.243373919881094,5.121686959940547,46.61561686702472
19,b-GalNAc–Sp8,6.370250000000006,6.389043340229678,3.194521670114839,100.29501731061845
20,b-GlcNAc–Sp0,3.336424999999995,10.107356539793175,5.053678269896587,302.9397196038631
21,b-GlcNAc–Sp8,4.046550000000003,9.394962131376577,4.697481065688288,232.17214989006854
22,b-GlcN(Gc)-Sp8,2.365850000000002,7.416395014875263,3.7081975074376317,313.47697507767856
23,"(Galb1-4GlcNAcb)2-3,6-GalNAca–Sp8",5.449224999999995,9.717413310607226,4.858706655303613,178.32652002086965
24,GlcNAcb1-3(GlcNAcb1-4)(GlcNAcb1-6)GlcNAc-Sp8,13.158949999999997,20.808500818095155,10.404250409047577,158.13192403721544
25,[3OSO3][6OSO3]Galb1-4[6OSO3]GlcNAcb-Sp0,12.497099999999996,8.019788075753615,4.0098940378768075,64.17319278675548
26,[3OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,16.839250000000003,8.50120305231364,4.25060152615682,50.48445181533404
27,[3OSO3]Galb1-4Glcb-Sp8,1.2398749999999943,9.463433020623823,4.731716510311911,763.2570235405881
28,[3OSO3]Galb1-4(6OSO3)Glcb–Sp0,0.5533999999999963,15.927060513896885,7.9635302569484425,2878.037678694794
29,[3OSO3]Galb1-4(6OSO3)Glcb–Sp8,15.193925,14.906763244553355,7.4533816222766776,98.1100225554184
30,[3OSO3]Galb1-3(Fuca1-4)GlcNAcb–Sp8,8.55135,4.104341665846057,2.0521708329230286,47.99641771002307
31,[3OSO3]Galb1-3GalNAca–Sp8,4.983974999999997,9.351976974727496,4.675988487363748,187.64092867094038
32,[3OSO3]Galb1-3GlcNAcb–Sp8,-18.68835,9.455391712492224,4.727695856246112,-50.595112529957035
33,[3OSO3]Galb1-4(Fuca1-3)GlcNAcb–Sp8,-6.188149999999997,5.843459849837818,2.921729924918909,-94.42983524700954
34,[3OSO3]Galb1-4[6OSO3]GlcNAcb-Sp8,4.270625,7.830934960941761,3.9154674804708804,183.36742188653326
35,[3OSO3]Galb1-4GlcNAcb–Sp0,8.584500000000002,16.776433226404233,8.388216613202117,195.42702809021176
36,[3OSO3]Galb1-4GlcNAcb-Sp8,20.10355,21.147034307833014,10.573517153916507,105.19054747958951
37,[3OSO3]Galb–Sp8,3.109525000000005,12.102973869363682,6.051486934681841,389.22259410564834
38,[4OSO3][6OSO3]Galb1-4GlcNAcb-Sp0,14.896299999999997,16.999085434417232,8.499542717208616,114.11615927725165
39,[4OSO3]Galb1-4GlcNAcb-Sp8,5.8836749999999824,10.070670553762,5.035335276881,171.16293054531445
40,6-H2PO3Mana–Sp8,4.279,11.763393517745355,5.881696758872677,274.9098742169982
41,[6OSO3]Galb1-4Glcb–Sp0,0.4869500000000002,16.262907473040194,8.131453736520097,3339.7489419940835
42,[6OSO3]Galb1-4Glcb–Sp8,11.741800000000001,9.522246189143962,4.761123094571981,81.09698844422456
43,[6OSO3]Galb1-4GlcNAcb–Sp8,41.818349999999995,11.049934145957627,5.524967072978813,26.423649297396068
44,[6OSO3]Galb1-4[6OSO3]Glcb-Sp8,7.050125000000001,9.003435304880387,4.501717652440194,127.70603790543267
45,NeuAca2-3[6OSO3]Galb1-4GlcNAcb–Sp8,12.979875000000003,5.953335148399323,2.9766675741996615,45.8658896822914
46,[6OSO3]GlcNAcb–Sp8,-4.881799999999995,6.6615189824343695,3.3307594912171847,-136.4562043187836
