Chart Number,Structure,RFU,StDev,SEM,CV
1,Gala-Sp8,32.20895,22.48287950901011,69.8032053482343,
2,Glca-Sp8,166.768375,46.41271729166301,27.830646722835194,
3,Mana-Sp8,22.106075000000004,14.486290128342038,65.53081055023125,
4,GalNAca-Sp8,160.67455,15.419919237250609,9.596989216556453,
5,GalNAca-Sp15,38.021150000000006,17.451339437514036,45.899031032764746,
6,Fuca-Sp8,9.087950000000003,2.2561036597047934,24.82522086614465,
7,Fuca-Sp9,20.280175000000003,7.1660261044156615,35.33512952632638,
8,Rhaa-Sp8,13.450575000000004,8.70055835923764,64.68540087868092,
9,Neu5Aca-Sp8,56.81392499999999,12.885154819759283,22.67957163628333,
10,Neu5Aca-Sp11,16.725,2.702950537221685,16.161139236004093,
11,Neu5Acb-Sp8,15.621224999999999,9.804565270789253,62.76438160764762,
12,Galb-Sp8,69.13947500000002,32.087791163345855,46.41023259627853,
13,Glcb-Sp8,6.7256750000000025,5.762042016146126,85.67232309242007,
14,Manb-Sp8,31.91495,16.75633622016858,52.503094067728696,
15,GalNAcb-Sp8,9.422450000000001,5.979626829214896,63.46148644158256,
16,GlcNAcb-Sp0,14.84085,9.754776922274198,65.72923331395573,
17,GlcNAcb-Sp8,17.846275000000006,5.303042746307701,29.71512400379182,
18,GlcN(Gc)b-Sp8,14.4057,10.613041760965606,73.67251685767167,
19,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,243.89620000000002,56.351760806562325,23.104812951805858,
20,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,103.721325,71.1973150834297,68.64289005508722,
21,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,9.832374999999999,4.845415889528988,49.28021855888316,
22,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,10.3527,4.226400346236353,40.824136179318955,
23,6S(3S)Galb1-4GlcNAcb-Sp0,9.751150000000003,5.5522479510555085,56.939416900114416,
24,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,19.007174999999997,5.3356782557765525,28.071916293592043,
25,(3S)Galb1-4Glcb-Sp8,40.27455,13.975722281752269,34.70112585181528,
26,(3S)Galb1-4(6S)Glcb-Sp0,15.003275000000002,8.804160867974076,58.681593638549415,
27,(3S)Galb1-4(6S)Glcb-Sp8,11.995274999999998,9.0766882684435,75.66886351870633,
28,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,21.491650000000003,27.645324844597738,128.63286366843744,
29,(3S)Galb1-3GalNAca-Sp8,8.483825000000003,7.5480332693909835,88.96969550162788,
30,(3S)Galb1-3GlcNAcb-Sp0,19.536100000000005,10.588858704317465,54.20149725030821,
31,(3S)Galb1-3GlcNAcb-Sp8,8.113900000000001,4.486072799973986,55.2887366121592,
32,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,-3.9685750000000013,5.016551285744005,-126.4068660852826,
33,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,9.017549999999996,5.668875466674692,62.86491859401605,
34,(3S)Galb1-4(6S)GlcNAcb-Sp0,16.98585,7.997438089163284,47.082943091828106,
35,(3S)Galb1-4(6S)GlcNAcb-Sp8,-0.5529999999999999,4.317386799905706,-780.7209403084461,
36,(3S)Galb1-4GlcNAcb-Sp0,26.41230000000001,18.181449991131053,68.83705694366279,
37,(3S)Galb1-4GlcNAcb-Sp8,3.421925,7.42316216104476,216.92942308918987,
38,(3S)Galb-Sp8,8.40435,4.07615125210042,48.50049381689743,
39,(6S)(4S)Galb1-4GlcNAcb-Sp0,12.489075,7.501790933448267,60.06682587339949,
40,(4S)Galb1-4GlcNAcb-Sp8,4.344199999999997,5.947629476242327,136.9096606105228,
41,(6P)Mana-Sp8,15.101399999999996,4.850840439209146,32.121792941112396,
42,(6S)Galb1-4Glcb-Sp0,9.906875,9.372976317184417,94.6108264935655,
43,(6S)Galb1-4Glcb-Sp8,17.3268,12.542231394506059,72.3863113471966,
44,(6S)Galb1-4GlcNAcb-Sp8,4.421324999999998,6.99579940553615,158.2285718768956,
45,(6S)Galb1-4(6S)Glcb-Sp8,7.771799999999998,4.14332915741275,53.31234922942885,
46,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,7.4460000000000015,9.34271274095484,125.47290815142141,
47,(6S)GlcNAcb-Sp8,11.128374999999998,12.226773119231693,109.8702471765347,
48,"Neu5,9Ac2a-Sp8",11.0029,14.075898275421006,127.92898486236362,
49,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",2.910825,2.195108799695357,75.41191241985888,
50,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,3.381549999999999,4.0708434789365215,120.38395052376936,
51,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,8.495175,1.769911537101963,20.8343152095391,
52,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,14.478349999999999,7.176745525422142,49.568808085328385,
53,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,12.406474999999999,8.475707214297813,68.31680404222645,
54,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,756.457075,87.45623095173045,11.561294598471491,
55,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,12.52175,16.572061175665503,132.34620700513508,
56,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,12.937875000000002,4.148023982874255,32.06109181665656,
57,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Man-a1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp21,33.593975,14.953512584088724,44.512483515537305,
58,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp24,24.01155,8.611737015066502,35.86497754233485,
59,Fuca1-2Galb1-3GalNAcb1-3Gala-Sp9,97.056875,31.705960324664066,32.66740282402876,
60,Fuca1-2Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp9,137.2883,37.49831356483482,27.313553714944987,
61,Fuca1-2Galb1-3(Fuca1-4)GlcNAcb-Sp8,12.398675000000003,7.50032398961315,60.492947751377855,
62,Fuca1-2Galb1-3GalNAca-Sp8,14.364125000000005,11.629828498413028,80.964406104883,
63,Fuca1-2Galb1-3GalNAca-Sp14,7.780949999999999,7.506205488127805,96.46901070085023,
64,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,10.63915,7.179271649454884,67.4797483770309,
65,Fuca1-2Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp9,8.455725000000001,5.383563556712846,63.667675530044384,
66,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp8,7.94425,4.198074284319734,52.84418647851885,
67,Fuca1-2Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,0.6602750000000008,2.2681222738570925,343.5117600783143,
68,Fuca1-2Galb1-3GlcNAcb-Sp0,11.485275000000003,8.394861415324261,73.09238494789423,
69,Fuca1-2Galb1-3GlcNAcb-Sp8,6.883075000000002,3.273927242497402,47.56489276228141,
70,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,4.853350000000001,9.52739402967394,196.30552154025446,
71,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,10.604875,8.150807405149093,76.85906156507355,
72,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,10.441175000000005,7.0895936744757515,67.90034334714004,
73,Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,0.5115500000000006,5.081555586956943,993.3643997570007,
74,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,146.76919999999998,19.237745075242202,13.107481048641134,
75,Fuca1-2Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,416.464025,76.5199727977113,18.373729350983268,
