Chart Number,Structure,RFU,StDev,SEM,CV
1,Gala-Sp8,27.411675000000017,26.286084904549117,95.89375660024096,
2,Glca-Sp8,36.30477499999999,12.622431041172945,34.7679638316804,
3,Mana-Sp8,29.288425000000004,17.83478197313236,60.89361914521644,
4,GalNAca-Sp8,17.914749999999998,14.611291901015012,81.56012169310213,
5,GalNAca-Sp15,31.677075000000002,20.14006095147596,63.579294967972764,
6,Fuca-Sp8,46.18642500000001,15.29588542895873,33.11770813384826,
7,Fuca-Sp9,17.217675,10.588374559353616,61.4971217621056,
8,Rhaa-Sp8,21.029775,21.704118585401414,103.2066134107541,
9,Neu5Aca-Sp8,12.495474999999997,15.180458497989017,121.48764651194949,
10,Neu5Aca-Sp11,9.768349999999998,13.288616867705485,136.03747682777018,
11,Neu5Acb-Sp8,5.4807250000000005,7.695475094008162,140.4098015136348,
12,Galb-Sp8,6.25095,4.079828722303583,65.26733892134129,
13,Glcb-Sp8,25.271774999999998,1.2570621474294097,4.974174340462471,
14,Manb-Sp8,-10.3601,43.734448497113426,-422.1431115251149,
15,GalNAcb-Sp8,8.979375,7.727358327127929,86.05675035431675,
16,GlcNAcb-Sp0,25.949875000000002,17.891642924258427,68.94693297851502,
17,GlcNAcb-Sp8,5.678725000000001,6.3157296877848275,111.21738925172157,
18,GlcN(Gc)b-Sp8,15.35895,10.107372988896108,65.80770813692412,
19,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAca-Sp8,-2.8092000000000024,9.648163704042348,-343.44880051410865,
20,Galb1-4GlcNAcb1-6(Galb1-4GlcNAcb1-3)GalNAc-Sp14,27.6353,14.438996790866977,52.2483808421366,
21,GlcNAcb1-6(GlcNAcb1-4)(GlcNAcb1-3)GlcNAc-Sp8,0.4103249999999985,5.3293268120060695,1298.8062662538448,
22,6S(3S)Galb1-4(6S)GlcNAcb-Sp0,4.880300000000001,10.099844432795322,206.95130284604062,
23,6S(3S)Galb1-4GlcNAcb-Sp0,1.995425000000001,4.633375180416541,232.19991632943052,
24,(3S)Galb1-4(Fuca1-3)(6S)Glc-Sp0,3.941124999999996,6.866964088239201,174.23867774402507,
25,(3S)Galb1-4Glcb-Sp8,6.354424999999999,3.7989265469559537,59.78395444050334,
26,(3S)Galb1-4(6S)Glcb-Sp0,8.926399999999997,9.701090693662579,108.67864641582925,
27,(3S)Galb1-4(6S)Glcb-Sp8,17.66565,5.2430190402731505,29.679174218175675,
28,(3S)Galb1-3(Fuca1-4)GlcNAcb-Sp8,33.6844,27.84131266517432,82.65343204918099,
29,(3S)Galb1-3GalNAca-Sp8,13.925725,7.764365524357639,55.75555688739824,
30,(3S)Galb1-3GlcNAcb-Sp0,37.679249999999996,15.323211460286863,40.667506546141084,
31,(3S)Galb1-3GlcNAcb-Sp8,24.648300000000006,11.779220831334024,47.78918153111582,
32,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp0 ,22.514799999999994,25.309739060027205,112.41378586541835,
33,(3S)Galb1-4(Fuca1-3)GlcNAc-Sp8,12.5062,10.451739091334673,83.57246079012548,
34,(3S)Galb1-4(6S)GlcNAcb-Sp0,14.370200000000002,4.053280575040405,28.20615283740243,
35,(3S)Galb1-4(6S)GlcNAcb-Sp8,1.3145750000000005,9.951114237234947,756.9833776874611,
36,(3S)Galb1-4GlcNAcb-Sp0,-11.647000000000002,5.798326981696233,-49.78386693308347,
37,(3S)Galb1-4GlcNAcb-Sp8,14.369375,7.653839118322699,53.26494101742559,
38,(3S)Galb-Sp8,11.887475000000002,8.533191634777275,71.78304589307042,
39,(6S)(4S)Galb1-4GlcNAcb-Sp0,11.913875000000003,4.732957399184981,39.72643156978716,
40,(4S)Galb1-4GlcNAcb-Sp8,-10.458874999999999,48.23010866753774,-461.1405018946851,
41,(6P)Mana-Sp8,9.0745,11.927861570569407,131.44373321471602,
42,(6S)Galb1-4Glcb-Sp0,21.192600000000002,8.160632493052628,38.506990614896836,
43,(6S)Galb1-4Glcb-Sp8,8.2657,5.850657114660996,70.78235496885921,
44,(6S)Galb1-4GlcNAcb-Sp8,55.83897500000002,28.99524824212577,51.92654099063559,
45,(6S)Galb1-4(6S)Glcb-Sp8,3.2207250000000007,4.457124132124511,138.3888451241416,
46,Neu5Aca2-3(6S)Galb1-4GlcNAcb-Sp8,48.78515,11.3960846453215,23.359740915671058,
47,(6S)GlcNAcb-Sp8,21.855775,21.791458971559628,99.70572524451605,
48,"Neu5,9Ac2a-Sp8",8.722074999999997,7.442739247694147,85.33220876562228,
49,"Neu5,9Ac2a2-6Galb1-4GlcNAcb-Sp8",59.08982499999999,32.579657185057,55.13581599718227,
50,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,8.217575,8.121150349704163,98.82660456039845,
51,Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,22.4889,22.023028897497316,97.92843979695456,
52,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,13.445799999999991,8.995735229911231,66.90368166945244,
53,GlcNAcb1-2Mana1-6(GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp13,13.239375,1.9280084480710242,14.562684779840621,
54,Galb1-4GlcNAcb1-2Mana1-6(Galb1-4GlcNAcb1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,42.28620000000001,22.386807212433567,52.941165705203034,
