glycan,binding,rfu
Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,0,15.558974999999995
Gala1-3(Fuca1-2)Galb1-4Glcb-Sp0,0,6.329900000000002
Gala1-3(Fuca1-2)Galb-Sp8,0,6.7806000000000015
Gala1-3(Fuca1-2)Galb-Sp18,0,24.58797500000001
Gala1-3GalNAca-Sp8,0,17.7833
Gala1-3GalNAca-Sp16,0,21.198625
Gala1-3GalNAcb-Sp8,0,14.574975000000002
Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,0,2.570174999999999
Gala1-3Galb1-3GlcNAcb-Sp0,0,4.2859250000000015
Gala1-3Galb1-4Glcb-Sp0,0,7.3195
Gala1-3Galb-Sp8,0,10.381199999999998
Gala1-4(Fuca1-2)Galb1-4GlcNAcb-Sp8,0,2.5889500000000005
Gala1-4Galb1-4Glcb-Sp0,0,12.066775000000002
Gala1-6Glcb-Sp8,0,4.719525000000003
Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,13.07535
Galb1-3GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,6.934149999999999
Galb1-3(Fuca1-4)GlcNAc-Sp0,0,2.4352500000000017
Galb1-3(Fuca1-4)GlcNAc-Sp8,0,18.017325
Fuca1-4(Galb1-3)GlcNAcb-Sp8,0,12.574325
Galb1-4GlcNAcb1-6GalNAc-Sp14,0,22.930925
GlcNAcb1-6(Galb1-3)GalNAca-Sp14,0,2.5004
Neu5Aca2-6(Galb1-3)GalNAca-Sp8,0,3.1496499999999994
Neu5Aca2-6(Galb1-3)GalNAca-Sp14,0,8.941674999999996
Neu5Acb2-6(Galb1-3)GalNAca-Sp8,0,11.375424999999998
Neu5Aca2-6(Galb1-3)GlcNAcb1-4Galb1-4Glcb-Sp10,0,13.792924999999995
Galb1-3GalNAca-Sp8,0,6.841999999999995
Galb1-3GalNAca-Sp14,0,1.9407500000000013
Galb1-3GalNAca-Sp16,0,3.0515749999999984
Galb1-3GalNAcb-Sp8,0,2.557625
Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,0,4.342099999999999
Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,0,5.412050000000002
Galb1-3GalNAcb1-4Galb1-4Glcb-Sp8,0,21.32255
Galb1-3Galb-Sp8,0,9.968625
Galb1-3GlcNAcb1-3Galb1-4Glcb-Sp10,0,14.627849999999995
Galb1-3GlcNAcb-Sp0,0,0.186024999999999
Galb1-3GlcNAcb-Sp8,0,7.680425000000001
Galb1-4(Fuca1-3)GlcNAcb-Sp8,0,14.159675000000002
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,4.562949999999999
Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,0,17.081975
Galb1-4(6S)Glcb-Sp0,0,10.3408
Galb1-4(6S)Glcb-Sp8,0,18.313875000000003
Galb1-4GalNAca1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,0,9.137275
Galb1-4GalNAcb1-3(Fuca1-2)Galb1-4GlcNAcb-Sp8,0,11.844700000000005
Galb1-4GlcNAcb1-3GalNAca-Sp8,0,3.895399999999999
Galb1-4GlcNAcb1-3GalNAc-Sp14,0,6.431524999999998
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,10.79445
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,7.95975
Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,0,7.332549999999999
Galb1-4GlcNAcb1-6(Galb1-3)GalNAca-Sp8,0,7.278424999999999
Galb1-4GlcNAcb1-6(Galb1-3)GalNAc-Sp14,0,8.713674999999995
Galb1-4GlcNAcb-Sp0,0,20.701025
Galb1-4GlcNAcb-Sp8,0,8.578924999999998
Galb1-4GlcNAcb-Sp23,0,6.213100000000002
Galb1-4Glcb-Sp0,0,7.946125000000002
Galb1-4Glcb-Sp8,0,6.0725500000000014
GlcNAca1-3Galb1-4GlcNAcb-Sp8,0,4.536599999999998
GlcNAcb1-2Galb1-3GalNAca-Sp8,0,3.968125
GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp8,0,10.660100000000002
GlcNAcb1-6(GlcNAcb1-3)GalNAca-Sp14,0,17.229375
GlcNAcb1-6(GlcNAcb1-3)Galb1-4GlcNAcb-Sp8,0,14.611575000000006
GlcNAcb1-3GalNAca-Sp14,0,6.268675000000001
GlcNAcb1-3Galb-Sp8,0,5.4733750000000025
GlcNAcb1-3Galb1-4GlcNAcb-Sp8,0,5.824349999999999
GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,14.956775
