178,Glca1-4Glca-Sp8
179,Glca1-6Glca1-6Glcb-Sp8
180,Glcb1-4Glcb-Sp8
181,Glcb1-6Glcb-Sp8
182,G-ol-Sp8
183,GlcAa-Sp8
184,GlcAb-Sp8
185,GlcAb1-3Galb-Sp8
186,GlcAb1-6Galb-Sp8
187,KDNa2-3Galb1-3GlcNAcb-Sp0
188,KDNa2-3Galb1-4GlcNAcb-Sp0
189,Mana1-2Mana1-2Mana1-3Mana-Sp9
190,Mana1-2Mana1-3(Mana1-2Mana1-6)Mana-Sp9
191,Mana1-2Mana1-3Mana-Sp9
192,Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
193,Mana1-2Mana1-6(Mana1-3)Mana1-6(Mana2Mana2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
194,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-3(Mana1-2Mana1-6)Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
195,Mana1-3(Mana1-6)Mana-Sp9
196,Mana1-3(Mana1-2Mana1-2Mana1-6)Mana-Sp9
197,Mana1-6(Mana1-3)Mana1-6(Mana2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
198,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
199,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
200,Manb1-4GlcNAcb-Sp0
201,Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-3(Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
202,Neu5Aca2-3Galb1-3GalNAca-Sp8
203,NeuAca2-8NeuAca2-8NeuAca2-8NeuAca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0
204,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0
205,Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0
206,Neu5Aca2-8Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0
207,Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8
208,Neu5Aca2-3(6-O-Su)Galb1-4(Fuca1-3)GlcNAcb-Sp8
209,Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp0
210,Neu5Aca2-3(GalNAcb1-4)Galb1-4GlcNAcb-Sp8
211,Neu5Aca2-3(GalNAcb1-4)Galb1-4Glcb-Sp0
212,NeuAca2-3(NeuAca2-3Galb1-3GalNAcb1-4)Galb1-4Glcb-Sp0
213,Neu5Aca2-3(Neu5Aca2-6)GalNAca-Sp8
214,Neu5Aca2-3GalNAca-Sp8
215,Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0
216,Neu5Aca2-3Galb1-3(6OSO3)GlcNAc-Sp8
217,Neu5Aca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp8
218,NeuAca2-3Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
219,Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4)GlcNAcb-Sp8
220,Neu5Aca2-3Galb1-3(6OSO3)GalNAca-Sp8
221,Neu5Aca2-3Galb1-3(Neu5Aca2-6)GalNAca-Sp8
222,Neu5Aca2-3Galb-Sp8
223,NeuAca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0
224,NeuAca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0
225,Neu5Aca2-3Galb1-3GlcNAcb-Sp0
226,Neu5Aca2-3Galb1-3GlcNAcb-Sp8
227,Neu5Aca2-3Galb1-4(6OSO3)GlcNAcb-Sp8
228,Neu5Aca2-3Galb1-4(Fuca1-3)(6OSO3)GlcNAcb-Sp8
229,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
230,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
231,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8
232,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb-Sp8
233,Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4GlcNAcb-Sp8
234,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAc-Sp0
235,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
236,Neu5Aca2-3Galb1-4GlcNAcb-Sp0
237,Neu5Aca2-3Galb1-4GlcNAcb-Sp8
238,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
239,Neu5Aca2-3Galb1-4Glcb-Sp0
240,Neu5Aca2-3Galb1-4Glcb-Sp8
241,Galb1-4GlcNAcb1-2Mana1-3(Fuca1-3(Galb1-4)GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp20
242,Neu5Aca2-6GalNAca-Sp8
243,Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0
244,Neu5Aca2-6Galb1-4(6OSO3)GlcNAcb-Sp8
245,Neu5Aca2-6Galb1-4GlcNAcb-Sp0
246,Neu5Aca2-6Galb1-4GlcNAcb-Sp8
